id,Title,Content,"Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Attachment Filename","Attachment Path","Attachment ID","Attachment Title","Attachment Caption","Attachment Description","Attachment Alt Text",Categories,Tags,Date,"Post Type",Permalink
164,"Cristo nominated for best original music & best theme track for SÉRIE NOIRE","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h4>We just got news that Cristo's music for the 12-episode drama-comedy</h4>
<h4><a href=""https://serienoire.radio-canada.ca/accueil"" target=""_blank"" rel=""noopener"">SÉRIE NOIRE</a> got nominated twice at the <a href=""https://www.acct.ca/prixgemeaux/"" target=""_blank"" rel=""noopener"">29th PRIX GÉMEAUX</a>, QC, Canada!</h4>
<h4>Congrats to the entire SÉRIE NOIRE crew that received an outstanding total of 16 nominations!</h4>
<h4></h4>
<h4><a href=""https://soundcloud.com/cristobal-tapia-de-veer/sets/serie-noire"" target=""_self"">LISTEN to some tracks</a></h4>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/2bfb4af7a7e69af8-gemeaux-2014.jpg,2bfb4af7a7e69af8-gemeaux-2014.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/2bfb4af7a7e69af8-gemeaux-2014.jpg,1766,2bfb4af7a7e69af8-gemeaux-2014,,,,https://freerunartists.com/wp-content/uploads/2017/09/2bfb4af7a7e69af8-gemeaux-2014.jpg,,,,,,,,,Uncategorised,,20140618,post,https://freerunartists.com/cristo-nominated-for-best-original-music-best-theme-track-for-serie-noire-2/
166,"Cristo finishes score for UTOPIA 2","<h3></h3>
&nbsp;

<section class=""blogs-content content-editor"">
<h3>Series 2 coming this July - <a href=""https://www.channel4.com/programmes/utopia"" target=""_blank"" rel=""noopener"">Channel 4 UK</a></h3>
<h4>Rose Leslie (<em><a href=""https://www.digitalspy.ca/comics/s151/game-of-thrones/"">Game of Thrones</a></em>), Ian McDiarmid (<em><a href=""https://www.digitalspy.ca/movies/star-wars/"">Star Wars</a></em>) and Tom Burke (<em><a href=""https://www.digitalspy.ca/tv/s235/the-musketeers/"">The Musketeers</a></em>) are among the new cast additions for series two.</h4>
<h4>Also returning for the second series are Fiona O'Shaughnessy (Jessica Hyde), Alexandra Roach (Becky), Nathan Stewart-Jarrett (Ian), Adeel Akhtar (Wilson Wilson), Oliver Woollford (Grant), Paul Higgins (Dugdale), Neil Maskell (Arby) and Geraldine James (Milner)</h4>

<hr />

<h4>David Fincher (Fight Club, House of Cards) is about to produce/ direct the US-adaptation for HBO, together with writer Gillian Flynn.</h4>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/89a77372a307dbab-10429832_675158269223346_2605646401035040182_n.jpg,89a77372a307dbab-10429832_675158269223346_2605646401035040182_n.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/89a77372a307dbab-10429832_675158269223346_2605646401035040182_n.jpg,1767,89a77372a307dbab-10429832_675158269223346_2605646401035040182_n,,,,https://freerunartists.com/wp-content/uploads/2017/09/89a77372a307dbab-10429832_675158269223346_2605646401035040182_n.jpg,,,,,,,,,Uncategorised,,20140617,post,https://freerunartists.com/cristo-finishes-score-for-utopia-2/
168,"Soirée Humanitaire",,https://freerunartists.com/wp-content/uploads/2017/09/3d1ebb459b845625-serbiannight263.jpg|https://freerunartists.com/wp-content/uploads/2015/12/3d1ebb459b845625-serbiannight263.jpg,3d1ebb459b845625-serbiannight263.jpg|3d1ebb459b845625-serbiannight263.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/3d1ebb459b845625-serbiannight263.jpg|/home/freeruna/public_html/wp-content/uploads/2015/12/3d1ebb459b845625-serbiannight263.jpg,1768|169,3d1ebb459b845625-serbiannight263|3d1ebb459b845625-serbiannight263,|,|,|,https://freerunartists.com/wp-content/uploads/2017/09/3d1ebb459b845625-serbiannight263.jpg,,,,,,,,,Uncategorised,,20140527,post,https://freerunartists.com/168/
173,"Balkan struck by worst flooding in 120 yrs. - fundraiser on June 2nd!","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h6>picture by REUTERS/Srdjan Zivulovic</h6>
<h4>Due to the devastating flood in the Balkan - and our dear connection to those wonderful people - we are hosting a fundraiser concert on June 2nd in Montréal, QC, at <a href=""https://opatrovys.tumblr.com/"">O Patro Vys</a>!</h4>
<h4>The first half will be a chamber concert lead by initiator of the evening: Bojana Milinov, with musicians of ""Les Grands ballets canadiens"".</h4>
<h4>The line-up of the second half will be announced on Monday.</h4>
<h4>You should arrive at 5pm to grab one of  the few seats (otherwise you'll be standing - which is totally fine, come on). Bring family and friends, enjoy the atmosphere of the O Patro Vys (Czech for: on the next level), and leave a dollar or if you can, a little more - for those in need.</h4>
<h4>To support, help and/or all other inquiries, please contact <a href=""https://www.freerunartists.com/contact-us"" target=""_blank"" rel=""noopener"">Kim Neundorf</a>.</h4>
<h4>See you on June 2nd!</h4>
<h4>INCREDIBLE HUGE THANKS to Harm Duzink and his super crew @ O Patro Vys !!</h4>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/241ee4f32c59fb18-dynamic_resize.jpeg,241ee4f32c59fb18-dynamic_resize.jpeg,/home/freeruna/public_html/wp-content/uploads/2017/09/241ee4f32c59fb18-dynamic_resize.jpeg,1770,241ee4f32c59fb18-dynamic_resize,,,,https://freerunartists.com/wp-content/uploads/2017/09/241ee4f32c59fb18-dynamic_resize.jpeg,,,,,,,,,Uncategorised,,20140523,post,https://freerunartists.com/balkan-struck-by-worst-flooding-in-120-yrs-fundraiser-on-june-2nd/
175,"GOOD NEWS!","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h3>For those who were wondering: yes, we will release the OST to JAMAICA INN, we're just a little busy at this time of year, but it's coming! And Thanks for all the wonderful feedback!</h3>
<h3>UTOPIA season 1: ok, you ready? BIG VINYL RELEASE on its way, stay tuned!!</h3>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/74b9a9a52777f9a8-FreeRunArtistsRunnerFont01.png,74b9a9a52777f9a8-FreeRunArtistsRunnerFont01.png,/home/freeruna/public_html/wp-content/uploads/2017/09/74b9a9a52777f9a8-FreeRunArtistsRunnerFont01.png,1771,74b9a9a52777f9a8-FreeRunArtistsRunnerFont01,,,,https://freerunartists.com/wp-content/uploads/2017/09/74b9a9a52777f9a8-FreeRunArtistsRunnerFont01.png,,,,,,,,,Uncategorised,,20140512,post,https://freerunartists.com/good-news/
177,"Jamaica Inn will be broadcast starting Easter Monday","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h4>Make sure to keep some Easter eggs for next week:</h4>
<h4><a href=""https://www.freerunartists.com/jamaica-inn"" target=""_blank"" rel=""noopener"">Jamaica Inn</a> will be broadcast starting Easter Monday - Wednesday, every night</h4>
<h4>at 21h on BBC One.</h4>
Have a look at Cristo's and Kim's recording sessions at our <a href=""https://www.freerunartists.com/jamaica-inn-sessions"" target=""_blank"" rel=""noopener"">Jamaica Inn gallery</a>!

</section>",https://freerunartists.com/wp-content/uploads/2017/09/0699128e44d231fd-Unknown.jpeg,0699128e44d231fd-Unknown.jpeg,/home/freeruna/public_html/wp-content/uploads/2017/09/0699128e44d231fd-Unknown.jpeg,1772,0699128e44d231fd-Unknown,,,,https://freerunartists.com/wp-content/uploads/2017/09/0699128e44d231fd-Unknown.jpeg,,,,,,,,,Uncategorised,,20140418,post,https://freerunartists.com/177/
179,"SÉRIE NOIRE: 2 singles released on iTunes","We are very happy to announce that Cristo's first two singles SÉRIE NOIRE (thème) and PIMPINELLA were released on iTunes today -

Enjoy!",,,,,,,,,,,,,,,,,,Uncategorised,,20140324,post,https://freerunartists.com/serie-noire-2-singles-released-on-itunes/
181,"Cristo nominated for best music in the 2014 Televisual Bulldog Awards","&nbsp;

<section class=""blogs-content content-editor"">Yet another nomination for Utopia's extraordinary score!
<h3><a href=""https://www.televisual.com/bulldogs/getvoting.html"" target=""_blank"" rel=""noopener"">Click here to show your support for Cristo</a></h3>
The awards are given by Televisual, the business magazine for the broadcast and production community of the UK. The winners will be announced in May.

Utopia is also up for the Drama One-off and Cinematography categories.

Congratulations to the whole Utopia team!

</section>",https://freerunartists.com/wp-content/uploads/2017/09/7f3f6170118714dd-35ce135e8bb219c39c5e3198bbe3aa7c.jpg,7f3f6170118714dd-35ce135e8bb219c39c5e3198bbe3aa7c.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/7f3f6170118714dd-35ce135e8bb219c39c5e3198bbe3aa7c.jpg,1774,7f3f6170118714dd-35ce135e8bb219c39c5e3198bbe3aa7c,,,,https://freerunartists.com/wp-content/uploads/2017/09/7f3f6170118714dd-35ce135e8bb219c39c5e3198bbe3aa7c.jpg,,,,,,,,,Uncategorised,,20140318,post,https://freerunartists.com/cristo-nominated-for-best-music-in-the-2014-televisual-bulldog-awards/
183,"Finishing the score for ""Jamaica Inn"", directed by Philippa Lowthorpe for BBC, UK","&nbsp;

<section class=""blogs-content content-editor"">We are about to finish the score for the wonderful 3-part period drama ""JAMAICA INN"" (Daphnée du Maurier, adapted by Emma Frost).It's been such a pleasure to have worked with last year's BAFTA winning director Philippa Lowthorpe. What a fantastic experience... -
<h4>Thank you for everything, Philippa!</h4>

<hr />

Shot in Cornwall, be prepared for the most stunning pictures, it's quite breathtaking.

And to name just a few of the magnificent cast members: Sean Harris, Jessica Brown Findlay, Shirley Henderson, Matthew McNulty, Joanne Whalley...

Guys, you are in for a treat !

Broadcast is not 100% confirmed yet, but expect it around Eastern on BBC1, UK.

<hr />
<p class=""center"">The music to ""Jamaica Inn"" has been written and produced in loving memory of</p>
<p class=""center"">MARGA &amp; DR. KURT DETSCH</p>

</section>",https://freerunartists.com/wp-content/uploads/2017/09/4915d6c1c990bab5-photo.jpg,4915d6c1c990bab5-photo.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/4915d6c1c990bab5-photo.jpg,1775,4915d6c1c990bab5-photo,,,,https://freerunartists.com/wp-content/uploads/2017/09/4915d6c1c990bab5-photo.jpg,,,,,,,,,Uncategorised,,20140317,post,https://freerunartists.com/finishing-the-score-for-jamaica-inn-directed-by-philippa-lowthorpe-for-bbc-uk/
186,"Exhibition in Berlin: ""Distanzen, Dichotomien"", Philipp S. Neundorf & Alex Gross","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h3>Vernissage on March 14th at 7pm - come have a drink with us!</h3>
The exhibition takes place until April 10th.

<a href=""https://www.mpib-berlin.mpg.de/de/institut/anschrift-und-anreise"" target=""_blank"" rel=""noopener"">Max-Planck-Institute for Human Development</a>

</section>",https://freerunartists.com/wp-content/uploads/2017/09/4eec811be0e72f8c-DichotomienDistanzen.png,4eec811be0e72f8c-DichotomienDistanzen.png,/home/freeruna/public_html/wp-content/uploads/2017/09/4eec811be0e72f8c-DichotomienDistanzen.png,1776,4eec811be0e72f8c-DichotomienDistanzen,,,,https://freerunartists.com/wp-content/uploads/2017/09/4eec811be0e72f8c-DichotomienDistanzen.png,,,,,,,,,Uncategorised,,20140308,post,https://freerunartists.com/exhibition-in-berlin-distanzen-dichotomien-philipp-s-neundorf-alex-gross/
188,"Enjoy SÉRIE NOIRE - every Monday at 21h, Radio-Canada TV","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h1><a href=""https://serienoire.radio-canada.ca/accueil"" target=""_blank"" rel=""noopener"">21h , Radio-Canada</a></h1>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/80b4e02da0a8592b-photo.jpeg,80b4e02da0a8592b-photo.jpeg,/home/freeruna/public_html/wp-content/uploads/2017/09/80b4e02da0a8592b-photo.jpeg,1777,80b4e02da0a8592b-photo,,,,https://freerunartists.com/wp-content/uploads/2017/09/80b4e02da0a8592b-photo.jpeg,,,,,,,,,Uncategorised,,20140113,post,https://freerunartists.com/enjoy-serie-noire-every-monday-at-21h-radio-canada-tv/
190,"Merry Christmas and Happy New Year !","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h3>2013 was absolutely fantastic - the way we see it:</h3>
<h3>2014 is going to be even more fabulous!</h3>
<blockquote>Canadians: prepare for the upcoming new show on CBC/ Radio-Canada ""SÉRIE NOIRE"", (directed by JF Rivard and co-written by F. Létourneau, yes, the informer ""Les Invincibles"" creators!) we strongly recommend to watch the official trailer <a href=""https://serienoire.radio-canada.ca/tournage"" target=""_blank"" rel=""noopener"">here</a>, don't miss out on the first episode on January 13th!

Dear Brits: We have assembled a really interesting and quite outstanding string orchestra (with instruments we didn't even know existed...) - and are currently scoring a wonderful 3-part period drama for the BBC, stay tuned!

Beloved World: ... UTOPIA2 ...

..............This.Will.Blow.Your.Mind............</blockquote>
Cheers !

your Free <em>R</em>un Artists

</section>",https://freerunartists.com/wp-content/uploads/2017/09/8b35fb647123e945-FreeRunArtistsBB13sm.png,8b35fb647123e945-FreeRunArtistsBB13sm.png,/home/freeruna/public_html/wp-content/uploads/2017/09/8b35fb647123e945-FreeRunArtistsBB13sm.png,1778,8b35fb647123e945-FreeRunArtistsBB13sm,,,,https://freerunartists.com/wp-content/uploads/2017/09/8b35fb647123e945-FreeRunArtistsBB13sm.png,,,,,,,,,Uncategorised,,20131224,post,https://freerunartists.com/merry-christmas-and-happy-new-year/
192,"UTOPIA hits #4 on MOJO magazine's ""The Best Soundtracks Of 2013"" list","<em>The following was written by the MOJO staff from a list originally compiled for MOJO by <a href=""https://twitter.com/jonnytrunk"" target=""_blank"">Jonny Trunk</a>.</em>

<em>4. </em>UTOPIA OST - Cristobal Tapia de Veer

Dennis' Kelly's apocalyptic conspiracy thriller was one of the TV highlights of early 2013 but if Kelly's visceral mix of suspense, sex, horror and dark comedy unsettled as many as it beguiled, the eclectic score from Chilean composer Cristobal Tapia de Veer was unanimous success, a rule-breaking collage of beats, drones and world rhythms, with human bones as flutes and dried rhino turds as percussion.",,,,,,,,,,,,,,,,,,Uncategorised,,20131212,post,https://freerunartists.com/utopia-hits-4-on-mojo-magazines-the-best-soundtracks-of-2013-list/
194,"Cristo winner of this year's RTS Craft & Design Award in the ""Best Original Score"" category !","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h2>We just got hit by a lightning strike !</h2>
<h2>Thank you, Royal Television Members - we are filled with joy!</h2>
“Startlingly original scoring of hyper-reality, and unlike anything we’ve heard before. The winner’s work blurred the lines between sound design and score, creating a soundtrack that the jury said felt like it was being played inside your head.”

</section>",https://freerunartists.com/wp-content/uploads/2017/09/0823b6e82ce9814a-RTSaward2013.jpg,0823b6e82ce9814a-RTSaward2013.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/0823b6e82ce9814a-RTSaward2013.jpg,1779,0823b6e82ce9814a-RTSaward2013,,,,https://freerunartists.com/wp-content/uploads/2017/09/0823b6e82ce9814a-RTSaward2013.jpg,,,,,,,,,Uncategorised,,20131118,post,https://freerunartists.com/cristo-winner-of-this-years-rts-craft-design-award-in-the-best-original-score-category/
196,"Cristo's ""UTOPIA OST"" nominated for best original score !","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h2>Cristo has been nominated in the Original Score / Music category for the <a href=""https://www.rts.org.uk/"" target=""_blank"" rel=""noopener"">RTS Craft Awards </a>for his outstanding work on UTOPIA !!</h2>
<h2>The ceremony will take place in The Savoy Hotel, London, UK, on November 18th.</h2>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/0233a4c7052287dc-masterroyal_television_society_awards.jpg,0233a4c7052287dc-masterroyal_television_society_awards.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/0233a4c7052287dc-masterroyal_television_society_awards.jpg,1780,0233a4c7052287dc-masterroyal_television_society_awards,,,,https://freerunartists.com/wp-content/uploads/2017/09/0233a4c7052287dc-masterroyal_television_society_awards.jpg,,,,,,,,,Uncategorised,,20131029,post,https://freerunartists.com/cristos-utopia-ost-nominated-for-best-original-score/
198,"UTOPIA OST, available Oct 7th","&nbsp;

&nbsp;

<section class=""blogs-content content-editor"">
<h2>We are thrilled to announce that <a href=""https://www.silvascreen.com/index.php/2013/09/11/utopia-soundtrack-released-october-7th/"" target=""_blank"" rel=""noopener"">Silva Screen Records</a> will release<a href=""https://www.cristobaltapiadeveer.com/"" target=""_blank"" rel=""noopener"">Cristo's</a> blinding OST for the Channel 4 hit:</h2>
<h1><a href=""https://www.channel4.com/programmes/utopia"" target=""_blank"" rel=""noopener"">UTOPIA</a></h1>
<h2></h2>
<h2>available October 7th</h2>
</section>",https://freerunartists.com/wp-content/uploads/2015/12/Utopia-cover-e1477667249354.png,Utopia-cover-e1477667249354.png,/home/freeruna/public_html/wp-content/uploads/2015/12/Utopia-cover-e1477667249354.png,976,utopia-cover,,"Utopia album cover",,https://freerunartists.com/wp-content/uploads/2015/12/Utopia-cover-e1477667249354.png,,,,,,,,,Uncategorised,,20130916,post,https://freerunartists.com/utopia-ost-available-oct-7th/
200,20.08.2013,"&nbsp;

&nbsp;

We'll be in L.A. between Oct 28th to Nov 2nd, to attend the Billboard Film &amp; TV conference - among other fun things.
Looking forward to meeting you there as well !

Get in touch with  <a href=""mailto:kim@freerunartists.com"">Kim Neundorf</a>  to talk about our upcoming projects and to get a special Hollywood tape that we prepared for you.",https://freerunartists.com/wp-content/uploads/2017/09/90a1d374c7d6c16d-835475.png,90a1d374c7d6c16d-835475.png,/home/freeruna/public_html/wp-content/uploads/2017/09/90a1d374c7d6c16d-835475.png,1781,90a1d374c7d6c16d-835475,,,,https://freerunartists.com/wp-content/uploads/2017/09/90a1d374c7d6c16d-835475.png,,,,,,,,,Uncategorised,,20130904,post,https://freerunartists.com/20-08-2013/
202,08.08.2013,"&nbsp;

&nbsp;

SHOUT-OUT to Stephen Marsh at <a title="""" href=""https://www.marshmastering.com/"">Marsh Mastering</a>, Los Angeles, Ca, for his phenomenal job !

Utopia OST release will be announced shortly - cheers!",https://freerunartists.com/wp-content/uploads/2017/09/90a1d374c7d6c16d-835475.png,90a1d374c7d6c16d-835475.png,/home/freeruna/public_html/wp-content/uploads/2017/09/90a1d374c7d6c16d-835475.png,1781,90a1d374c7d6c16d-835475,,,,https://freerunartists.com/wp-content/uploads/2017/09/90a1d374c7d6c16d-835475.png,,,,,,,,,Uncategorised,,20130904,post,https://freerunartists.com/08-08-2013/
204,12.07.2013,"&nbsp;

&nbsp;

<a href=""https://www.unippm.co.uk/#/en/news/Pre_Releases/a-future-darkly-pre-release.aspx"" target=""_blank"" rel=""noopener"">""A future darkly""</a> includes 7 of Cristo's tracks next to some amazing stuff by British composer <a href=""https://raffertie.com/"" target=""_blank"" rel=""noopener"">Raffertie</a> !
Released on Atmosphere Music via <a href=""https://www.unippm.co.uk/#/browse/browsed-results.aspx?selectedLabelId=1&amp;SelectedCDId=10160"" target=""_blank"" rel=""noopener"">Universal Publishing</a> .
You can listen to it <a href=""https://www.unippm.co.uk/#/browse/browsed-results.aspx?selectedLabelId=1&amp;SelectedCDId=10160"" target=""_blank"" rel=""noopener"">here</a>.",https://freerunartists.com/wp-content/uploads/2015/12/81f6ad27982b6a33-2614153.jpg,81f6ad27982b6a33-2614153.jpg,/home/freeruna/public_html/wp-content/uploads/2015/12/81f6ad27982b6a33-2614153.jpg,255,81f6ad27982b6a33-2614153,,,,https://freerunartists.com/wp-content/uploads/2015/12/81f6ad27982b6a33-2614153.jpg,,,,,,,,,Uncategorised,,20130904,post,https://freerunartists.com/12-07-2013/
206,03.06.2013,"&nbsp;

&nbsp;

We just released a track on the <a href=""https://www.apmmusic.com/bruton/the-story"" target=""_blank"" rel=""noopener"">Bruton Music Label</a> via <a href=""https://www.unippm.co.uk/#/en/browse.aspx?selectedLabelId=27"" target=""_blank"" rel=""noopener"">Universal Publishing</a> !
Bruton was owned by Michael Jackson between 1982-1985 - bummer !
<a href=""https://www.unippm.co.uk/#/browse/browsed-results.aspx?selectedLabelId=27&amp;SelectedCDId=9834"" target=""_blank"" rel=""noopener"">Cristo on Bruton</a>",https://freerunartists.com/wp-content/uploads/2015/12/81f6ad27982b6a33-2614153.jpg,81f6ad27982b6a33-2614153.jpg,/home/freeruna/public_html/wp-content/uploads/2015/12/81f6ad27982b6a33-2614153.jpg,255,81f6ad27982b6a33-2614153,,,,https://freerunartists.com/wp-content/uploads/2015/12/81f6ad27982b6a33-2614153.jpg,,,,,,,,,Uncategorised,,20130904,post,https://freerunartists.com/03-06-2013/
683,"HUMANS #1 - Digital Spy's Best TV of 2015 !!","&nbsp;

<section class=""blogs-content content-editor"">
<blockquote>The best, most surprising television of 2015 came courtesy of Channel 4 and AMC's <em data-redactor-tag=""em"" data-verified=""redactor"">Humans</em>. Whereas the former's <em data-redactor-tag=""em"" data-verified=""redactor"">Utopia </em>had been imaginative and innovative, it was perhaps too offbeat - too <em data-redactor-tag=""em"" data-verified=""redactor"">weird</em> - to secure a broader audience. This series though effortlessly fused - no pun intended - <em data-redactor-tag=""em"" data-verified=""redactor"">human</em> drama with a fresh twist on familiar science-fiction trappings.
<p class=""p1"">A star-making turn from Gemma Chan as Anita - a human-like android known as a Synth, whose true identity has been suppressed - was but one of a roster of incredible performances.</p>
<p class=""p1"">William Hurt, Katherine Parkinson, Will Tudor and more did wonderful work with Sam Vincent and Jonathan Brackley's smart, stirring scripts - though special mention should be reserved for Emily Berrington as the cold yet somehow sympathetic Niska. That girl's going places.</p>
<p class=""p1"">Telling a broadly fantastic story for a mainstream audience, <em data-redactor-tag=""em"" data-verified=""redactor"">Humans</em>' ambition was huge. But it was matched by the show's faultless execution, with the US co-production delivering a sheen and polish that set it apart from other UK series.</p>
<p class=""p1"">Though loosely inspired by a Swedish series, Vincent and Brackley took their show in enough new and interesting directions that even those familiar with the show's origins would have a reason to keep tuning in.</p>
<p class=""p1""><em data-redactor-tag=""em"" data-verified=""redactor"">Humans </em>managed to stand out as something totally different in a TV landscape awash with cop shows and crime thrillers. And its fearlessness, its creativity and its quality all deserve to be recognised.</p>
</blockquote>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/405e5729660f76b7-gallery-uktv-humans-episode-3.jpg,405e5729660f76b7-gallery-uktv-humans-episode-3.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/405e5729660f76b7-gallery-uktv-humans-episode-3.jpg,1749,405e5729660f76b7-gallery-uktv-humans-episode-3,,,,https://freerunartists.com/wp-content/uploads/2017/09/405e5729660f76b7-gallery-uktv-humans-episode-3.jpg,,,,,,,,,Uncategorised,,20151222,post,https://freerunartists.com/humans-1-digital-spys-best-tv-of-2015/
685,"!! WE WISH YOU HAPPY HOLIDAYS !!","&nbsp;

<section class=""blogs-content content-editor"">
<h1 class=""center"">HAPPY HOLIDAYS EVERYBODY</h1>
<h1 class=""center"">SEE YOU IN 2016 !</h1>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/3e160ae4b1021c64-CrikiSerienoire2015.jpg,3e160ae4b1021c64-CrikiSerienoire2015.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/3e160ae4b1021c64-CrikiSerienoire2015.jpg,1748,3e160ae4b1021c64-CrikiSerienoire2015,,,,https://freerunartists.com/wp-content/uploads/2017/09/3e160ae4b1021c64-CrikiSerienoire2015.jpg,,,,,,,,,Uncategorised,,20151230,post,https://freerunartists.com/we-wish-you-happy-holidays/
687,"1st episode of SÉRIE NOIRE 2 starts January 15th @ 21h, Radio-Canada TV","&nbsp;

<section class=""blogs-content content-editor""><a href=""https://serienoire.radio-canada.ca/accueil"" target=""_blank"" rel=""noopener"">OFFICIAL PAGE</a></section>",https://freerunartists.com/wp-content/uploads/2017/09/5fb250122ae50aaf-images.jpeg,5fb250122ae50aaf-images.jpeg,/home/freeruna/public_html/wp-content/uploads/2017/09/5fb250122ae50aaf-images.jpeg,1747,5fb250122ae50aaf-images,,,,https://freerunartists.com/wp-content/uploads/2017/09/5fb250122ae50aaf-images.jpeg,,,,,,,,,Uncategorised,,20160114,post,https://freerunartists.com/1st-episode-of-serie-noire-2-starts-january-15th-21h-radio-canada-tv/
689,"Pourquoi il est essentiel d’écouter la deuxième saison de SÉRIE NOIRE","&nbsp;

<section class=""blogs-content content-editor"">
<blockquote><strong>Il n’y a rien comme <em>Série noire</em>. Bien sûr, la série se nourrit de références et d’une culture riche qui la rend plus forte, mais que ce soit au Québec ou la télévision en général, c’est une audace qui a son propre souffle et, simplement parce qu’on a voulu pousser le tout encore plus loin dans sa deuxième saison, cela devrait être une raison amplement suffisante pour ne manquer sous aucun prétexte la suite de ces indescriptibles aventures.</strong>
<h4>Jim Chartrand, 15.01.2016, <a href=""https://www.pieuvre.ca/2016/01/15/culturel-television-serie-noire-s02/"" target=""_blank"" rel=""noopener"">Read the full article here</a></h4>
</blockquote>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/d5110d55546f11ce-Sn2_ep13_124_credit_photo_Bertrand-Calmeau-635.jpg,d5110d55546f11ce-Sn2_ep13_124_credit_photo_Bertrand-Calmeau-635.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/d5110d55546f11ce-Sn2_ep13_124_credit_photo_Bertrand-Calmeau-635.jpg,1746,d5110d55546f11ce-Sn2_ep13_124_credit_photo_Bertrand-Calmeau-635,,,,https://freerunartists.com/wp-content/uploads/2017/09/d5110d55546f11ce-Sn2_ep13_124_credit_photo_Bertrand-Calmeau-635.jpg,,,,,,,,,Uncategorised,,20160125,post,https://freerunartists.com/pourquoi-il-est-essentiel-decouter-la-deuxieme-saison-de-serie-noire/
691,"Série Noire candy","<div class=""video"">
<div class=""video-container""><iframe src=""https://w.soundcloud.com/player/?url=https%3A//api.soundcloud.com/playlists/27881193&amp;auto_play=false&amp;hide_related=false&amp;show_comments=true&amp;show_user=true&amp;show_reposts=false&amp;visual=true&amp;wmode=transparent"" width=""100%"" height=""450"" frameborder=""no"" scrolling=""no""></iframe></div>
</div>
<section class=""blogs-content content-editor"">
<h3 class=""center"">Yes, eventually we will produce a full soundtrack album!</h3>
</section>",,,,,,,,,,,,,,,,,,Uncategorised,,20160217,post,https://freerunartists.com/serie-noire-candy/
694,"Last episode this Friday, 18.03.2016, 21h",,https://freerunartists.com/wp-content/uploads/2017/09/6b3b6d98acb66a4f-party-serienoire.jpg,6b3b6d98acb66a4f-party-serienoire.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/6b3b6d98acb66a4f-party-serienoire.jpg,1745,6b3b6d98acb66a4f-party-serienoire,,,,https://freerunartists.com/wp-content/uploads/2017/09/6b3b6d98acb66a4f-party-serienoire.jpg,,,,,,,,,Uncategorised,,20160317,post,https://freerunartists.com/last-episode-this-friday-18-03-2016-21h/
696,"Coming this fall 2016...","&nbsp;

<section class=""blogs-content content-editor"">
<h3 class=""center"">""The Girl with All the Gifts""</h3>
<h4>Being mixed in Berlin as we speak, Cristo's latest score can be heard in theatres later this year;  his first feature film, the sci-fi thriller ""The Girl with All the Gifts"" is directed by Colm McCarthy, starring Glenn Close, Gemma Arterton, Paddy Considine and introducing the wonderful Sennia Nanua.</h4>
<h4>The screenplay was adapted by the author of the critically acclaimed novel himself, Mike Carey. Produced by Camille Gatin and Angus Lamont, Company credits include Poison Chef, Altitude Films and Warner Bros. UK as distributor.</h4>
</section>",https://freerunartists.com/wp-content/uploads/2017/09/d30cedf7c15a2b6b-GIFTS.jpg,d30cedf7c15a2b6b-GIFTS.jpg,/home/freeruna/public_html/wp-content/uploads/2017/09/d30cedf7c15a2b6b-GIFTS.jpg,1744,d30cedf7c15a2b6b-GIFTS,,,,https://freerunartists.com/wp-content/uploads/2017/09/d30cedf7c15a2b6b-GIFTS.jpg,,,,,,,,,Uncategorised,,20160322,post,https://freerunartists.com/coming-this-fall-2016/
